Student ID,student_name,gender,grade,school_name,reading_score,math_score
21746,David Harris,M,12th,Bailey High School,94,81
22203,Ms. Stephanie Schwartz DDS,F,9th,Bailey High School,94,81
25187,Alexandria Orozco,F,12th,Wright High School,94,81
26841,James Phillips,M,10th,Rodriguez High School,94,81
31953,Tyler Hutchinson,M,11th,Johnson High School,94,81
34467,Nathaniel Taylor,M,9th,Johnson High School,94,81
36272,Brent Davidson,M,12th,Ford High School,94,81
38686,Danny Powers,M,12th,Thomas High School,94,81
2503,Catherine Johnson,F,12th,Huang High School,93,81
2830,Miss Colleen Stewart DDS,F,9th,Huang High School,93,81
5417,Ryan Lee,M,11th,Figueroa High School,93,81
6209,Rebecca Collier,F,9th,Shelton High School,93,81
6845,Timothy Parks,M,11th,Shelton High School,93,81
11585,Mr. Randy Reyes,M,11th,Hernandez High School,93,81
12131,Andrew Donovan,M,10th,Hernandez High School,93,81
13254,Corey Smith,M,12th,Griffin High School,93,81
13334,Dr. Joseph Park,M,9th,Griffin High School,93,81
14485,Joshua Brown,M,11th,Wilson High School,93,81
14928,Jeffrey Mueller,M,9th,Wilson High School,93,81
15322,Ryan Cruz,M,12th,Wilson High School,93,81
15595,Sharon Nolan,F,10th,Wilson High School,93,81
15632,Nicolas Moore,M,9th,Wilson High School,93,81
15647,Mrs. Brooke Rodgers,F,12th,Wilson High School,93,81
16037,Benjamin Mcgee,M,9th,Cabrera High School,93,81
17723,Maurice Conner,M,9th,Cabrera High School,93,81
19440,Philip Robinson,M,9th,Bailey High School,93,81
25242,Regina Underwood,F,11th,Wright High School,93,81
27196,Kevin Holloway,M,11th,Rodriguez High School,93,81
27512,Mr. Casey Pham,M,11th,Rodriguez High School,93,81
27575,Matthew Harris,M,9th,Rodriguez High School,93,81
30911,Gina Garcia,F,12th,Johnson High School,93,81
31604,Steve Wood,M,11th,Johnson High School,93,81
31732,Ashley Garcia,F,9th,Johnson High School,93,81
32623,Jeffrey Armstrong,M,9th,Johnson High School,93,81
35487,Janice Perry,F,10th,Ford High School,93,81
37146,Lawrence Ortiz,M,10th,Ford High School,93,81
38771,Angela Pennington,F,9th,Thomas High School,93,81
1257,Heather Smith,F,9th,Huang High School,92,81
5590,Tonya Hernandez,F,12th,Figueroa High School,92,81
6827,Jennifer Henderson,F,12th,Shelton High School,92,81
7638,Kathryn Horn,F,9th,Hernandez High School,92,81
8592,Shane Lopez,M,10th,Hernandez High School,92,81
10345,Tammy Daugherty,F,12th,Hernandez High School,92,81
10877,Ian Smith,M,9th,Hernandez High School,92,81
11810,Nathan Ward,M,9th,Hernandez High School,92,81
13960,William Moss,M,10th,Wilson High School,92,81
15339,Nancy Lawson,F,12th,Wilson High School,92,81
16002,Thomas White,M,9th,Wilson High School,92,81
16428,Sara Mclaughlin,F,10th,Cabrera High School,92,81
17112,Heidi Schmidt,F,11th,Cabrera High School,92,81
20233,Jorge Kennedy,M,11th,Bailey High School,92,81
20724,David Rodriguez,M,12th,Bailey High School,92,81
20942,Kathryn Cox,F,9th,Bailey High School,92,81
22817,Rhonda Ferguson,F,9th,Bailey High School,92,81
23774,Kelly Keller,F,10th,Pena High School,92,81
24506,Megan Mcknight,F,9th,Wright High School,92,81
25218,Joseph Price,M,12th,Wright High School,92,81
25353,Timothy Estrada,M,12th,Wright High School,92,81
26255,Tiffany Harrell,F,9th,Rodriguez High School,92,81
26783,Robert Ford,M,10th,Rodriguez High School,92,81
27827,Jason Cooper,M,10th,Rodriguez High School,92,81
27905,Jennifer Scott,F,9th,Rodriguez High School,92,81
29160,Paul Turner,M,10th,Rodriguez High School,92,81
30215,Sean Rush,M,12th,Johnson High School,92,81
30354,Chase Contreras,M,10th,Johnson High School,92,81
35374,Jeremy Ingram,M,9th,Ford High School,92,81
36705,Christopher Stevens,M,9th,Ford High School,92,81
36741,Louis Banks,M,10th,Ford High School,92,81
1561,Susan Evans,F,9th,Huang High School,91,81
5300,Shawn Ramsey,M,11th,Figueroa High School,91,81
5486,Kevin Stevens,M,9th,Figueroa High School,91,81
5888,Jennifer Harvey,F,12th,Shelton High School,91,81
6648,Jared Harris,M,10th,Shelton High School,91,81
6860,Michaela Knox,F,9th,Shelton High School,91,81
7036,Tyler Burnett,M,11th,Shelton High School,91,81
7065,Jennifer Phillips,F,9th,Shelton High School,91,81
7587,Sherry Boyd,F,10th,Shelton High School,91,81
12077,Lisa Dean,F,11th,Hernandez High School,91,81
12128,Nicole Cochran,F,10th,Hernandez High School,91,81
12263,Elizabeth Goodwin,F,10th,Griffin High School,91,81
16136,John Porter,M,12th,Cabrera High School,91,81
18855,Mark Lee,M,9th,Bailey High School,91,81
19544,Nancy Hall,F,10th,Bailey High School,91,81
20083,Jay Kirk,M,9th,Bailey High School,91,81
21802,Misty Hatfield,F,9th,Bailey High School,91,81
21982,Joseph Hughes,M,11th,Bailey High School,91,81
22768,Veronica Parker,F,12th,Bailey High School,91,81
22848,Bryan Perkins,M,9th,Holden High School,91,81
22867,Charles Hernandez,M,10th,Holden High School,91,81
23516,Sheila Lara,F,9th,Pena High School,91,81
23719,Barbara Bryant,F,10th,Pena High School,91,81
25216,Joel Carlson,M,12th,Wright High School,91,81
27522,Jeffrey Black,M,12th,Rodriguez High School,91,81
31671,Larry Green,M,12th,Johnson High School,91,81
32298,Paul Franklin,M,12th,Johnson High School,91,81
34540,Nicholas Baker,M,11th,Johnson High School,91,81
539,Lindsey Lane,F,9th,Huang High School,90,81
2171,Crystal Cole,F,12th,Huang High School,90,81
4369,Diana Mann,F,11th,Figueroa High School,90,81
4621,Stephen Orr,M,11th,Figueroa High School,90,81
5515,Vanessa Haley,F,9th,Figueroa High School,90,81
5929,Shelley Bolton,F,10th,Shelton High School,90,81
6405,Kevin Hammond,M,12th,Shelton High School,90,81
6511,Mr. Ryan Adams,M,11th,Shelton High School,90,81
9167,Bruce Barr,M,9th,Hernandez High School,90,81
10897,Gregory Hester,M,12th,Hernandez High School,90,81
12397,Mrs. Tanya Odom,F,12th,Griffin High School,90,81
13920,Amanda Cox,F,11th,Wilson High School,90,81
13971,Melissa Mann,F,12th,Wilson High School,90,81
15239,Monica Moreno,F,11th,Wilson High School,90,81
15412,Mrs. Brooke Henry DDS,F,11th,Wilson High School,90,81
17623,Sean Newman,M,9th,Cabrera High School,90,81
17700,Richard Ellis Jr.,M,12th,Cabrera High School,90,81
20435,Cindy Owens,F,11th,Bailey High School,90,81
22886,Stephanie Gonzalez,F,9th,Holden High School,90,81
24920,Angelica Rojas,F,9th,Wright High School,90,81
30082,Jeffrey Huynh,M,10th,Johnson High School,90,81
30208,Michael Anderson,M,11th,Johnson High School,90,81
30495,Shelby Cox,F,11th,Johnson High School,90,81
30728,Vanessa Shaw,F,12th,Johnson High School,90,81
33107,Janice Luna,F,11th,Johnson High School,90,81
33329,Robert Gibson,M,12th,Johnson High School,90,81
36116,Andrew Hill,M,9th,Ford High School,90,81
36624,Ashley Clark,F,12th,Ford High School,90,81
37546,Steven Hoover MD,M,12th,Thomas High School,90,81
1835,Jasmine Hunter,F,12th,Huang High School,89,81
1916,Jacqueline Hooper,F,12th,Huang High School,89,81
2180,Nicholas Lopez,M,11th,Huang High School,89,81
3378,Teresa Ryan,F,9th,Figueroa High School,89,81
8804,Alexis Brown,F,12th,Hernandez High School,89,81
9092,Robert Waters,M,11th,Hernandez High School,89,81
9191,Anita Cunningham,F,9th,Hernandez High School,89,81
15209,Danielle Hall,F,10th,Wilson High School,89,81
15807,Christina Colon,F,12th,Wilson High School,89,81
15901,Roy Hernandez,M,10th,Wilson High School,89,81
16706,Erica Schmidt,F,9th,Cabrera High School,89,81
16750,Elizabeth Duffy,F,12th,Cabrera High School,89,81
16980,Andrew Lopez,M,11th,Cabrera High School,89,81
17092,Judy Payne,F,12th,Cabrera High School,89,81
19781,Savannah Chavez,F,11th,Bailey High School,89,81
20715,Brianna Mendoza,F,10th,Bailey High School,89,81
21719,Leah Palmer,F,10th,Bailey High School,89,81
23404,Dawn Hampton,F,11th,Pena High School,89,81
24432,Sarah Perry,F,11th,Wright High School,89,81
24620,Brandon Livingston,M,9th,Wright High School,89,81
24637,Vanessa Johnson,F,9th,Wright High School,89,81
28476,Kerry Fitzgerald,F,11th,Rodriguez High School,89,81
30282,Michael Smith,M,9th,Johnson High School,89,81
30972,Joy Fields,F,10th,Johnson High School,89,81
31064,Dana Patrick,F,10th,Johnson High School,89,81
32168,Patrick Clark,M,11th,Johnson High School,89,81
32690,Catherine Hansen,F,12th,Johnson High School,89,81
34889,Alexandra Ward,F,10th,Ford High School,89,81
35799,Manuel Weaver,M,9th,Ford High School,89,81
36823,Nichole Griffith,F,9th,Ford High School,89,81
120,Erin Prince,F,12th,Huang High School,88,81
1021,Gary Ray,M,12th,Huang High School,88,81
2895,Jack Diaz,M,10th,Huang High School,88,81
6731,Anthony Rose,M,9th,Shelton High School,88,81
7632,Kathleen Nichols,F,10th,Hernandez High School,88,81
8200,Brian Knight,M,11th,Hernandez High School,88,81
13154,Amber Jones,F,12th,Griffin High School,88,81
14330,Timothy Arnold,M,10th,Wilson High School,88,81
15258,Autumn Rush,F,12th,Wilson High School,88,81
15659,Michael Ellis,M,11th,Wilson High School,88,81
16260,Tara Fowler,F,10th,Cabrera High School,88,81
17861,Daniel Mueller,M,9th,Cabrera High School,88,81
19170,Jorge Garcia,M,10th,Bailey High School,88,81
20185,Kaitlin Price,F,12th,Bailey High School,88,81
20773,Robert Anderson,M,9th,Bailey High School,88,81
24312,Antonio Hale,M,9th,Wright High School,88,81
25790,Kelsey Griffith,F,11th,Wright High School,88,81
26310,Kelly Simon,M,12th,Rodriguez High School,88,81
27288,Samuel Johnson,M,10th,Rodriguez High School,88,81
27346,Lisa Burke,F,12th,Rodriguez High School,88,81
30785,Mackenzie Hall,F,10th,Johnson High School,88,81
30962,Daniel Ruiz,M,9th,Johnson High School,88,81
32745,Cassandra Mooney,F,12th,Johnson High School,88,81
33551,Charles Jones,M,9th,Johnson High School,88,81
33723,Maria Stevens,F,10th,Johnson High School,88,81
37463,William Reynolds,M,9th,Ford High School,88,81
37582,Adam Gibbs,M,12th,Thomas High School,88,81
37656,Danielle Prince,F,10th,Thomas High School,88,81
38769,Robin Morris,F,10th,Thomas High School,88,81
39147,Raymond Hawkins,M,10th,Thomas High School,88,81
1122,Justin Hill,M,9th,Huang High School,87,81
1231,Jonathan Cline,M,11th,Huang High School,87,81
3019,Martin Torres,M,9th,Figueroa High School,87,81
3523,Jared Ramirez,M,12th,Figueroa High School,87,81
4200,Tyler Nguyen,M,11th,Figueroa High School,87,81
6130,Cody Larsen,M,11th,Shelton High School,87,81
7421,Mr. Cameron Singh,M,9th,Shelton High School,87,81
10593,Patricia Shepard,F,9th,Hernandez High School,87,81
11356,Tracy Robles,M,12th,Hernandez High School,87,81
12061,Teresa Murphy,F,12th,Hernandez High School,87,81
13073,Meredith Garcia,F,10th,Griffin High School,87,81
13431,Ryan Abbott,M,10th,Griffin High School,87,81
13655,Roger Lane,M,9th,Griffin High School,87,81
13904,Cory Bennett,M,10th,Wilson High School,87,81
14913,Stanley Le,M,12th,Wilson High School,87,81
15062,Jennifer Ramirez,F,9th,Wilson High School,87,81
15639,Jordan Stewart,F,12th,Wilson High School,87,81
16104,Nicholas Green,M,9th,Cabrera High School,87,81
16177,Robert French,M,11th,Cabrera High School,87,81
16330,Timothy Holmes,M,12th,Cabrera High School,87,81
16747,Diana Baker,F,11th,Cabrera High School,87,81
16773,Douglas Obrien,M,11th,Cabrera High School,87,81
17027,Kimberly Davenport,F,11th,Cabrera High School,87,81
17294,Brian Davis,M,9th,Cabrera High School,87,81
18260,Lauren Brady,F,12th,Bailey High School,87,81
21368,Andrew Richardson,M,12th,Bailey High School,87,81
22486,Robert Tyler,M,9th,Bailey High School,87,81
23712,Alexander Thompson,M,12th,Pena High School,87,81
24861,Brittney Clarke,F,10th,Wright High School,87,81
25273,Henry Mcgrath,M,9th,Wright High School,87,81
26099,Jessica Wilkins,F,9th,Rodriguez High School,87,81
26489,James Salazar,M,9th,Rodriguez High School,87,81
28030,Mark Smith,M,10th,Rodriguez High School,87,81
29169,Sharon Carpenter,F,11th,Rodriguez High School,87,81
30000,Mark Richmond,M,11th,Rodriguez High School,87,81
32018,Mrs. Tamara Burns,F,12th,Johnson High School,87,81
32820,Danielle Ferrell,F,9th,Johnson High School,87,81
32920,Michelle Hernandez,F,9th,Johnson High School,87,81
37793,Edward Allen,M,10th,Thomas High School,87,81
38245,Elizabeth Cook,F,11th,Thomas High School,87,81
38989,Theresa Ryan,F,12th,Thomas High School,87,81
486,Shawn Nielsen,M,9th,Huang High School,86,81
1205,Eric Smith,M,9th,Huang High School,86,81
1689,Tracey Johnson,F,10th,Huang High School,86,81
3138,Anthony Jones,M,9th,Figueroa High School,86,81
6542,Sharon Maldonado,F,12th,Shelton High School,86,81
7448,Katelyn Herring,F,12th,Shelton High School,86,81
7470,George White DDS,M,11th,Shelton High School,86,81
9714,Jessica Cole,F,9th,Hernandez High School,86,81
11281,Kathryn Thomas,F,12th,Hernandez High School,86,81
12330,Eric Smith,M,11th,Griffin High School,86,81
12627,Jesse Alvarado,M,9th,Griffin High School,86,81
13555,Steven Williams,M,12th,Griffin High School,86,81
14705,Joseph Barnett,M,10th,Wilson High School,86,81
16198,Krystal Mcdaniel,F,9th,Cabrera High School,86,81
16783,Kelly Schneider,F,11th,Cabrera High School,86,81
17338,Dennis Gates,M,12th,Cabrera High School,86,81
17586,Laurie Myers,F,11th,Cabrera High School,86,81
17819,Mr. Jason Simmons,M,9th,Cabrera High School,86,81
19369,William Roberts,M,10th,Bailey High School,86,81
19478,William Lindsey,M,10th,Bailey High School,86,81
19657,Laura Noble,F,9th,Bailey High School,86,81
21666,Jacob Dixon,M,10th,Bailey High School,86,81
24313,Laura Phillips,F,12th,Wright High School,86,81
24686,Eric Evans III,M,9th,Wright High School,86,81
25660,Michael Moore Jr.,M,9th,Wright High School,86,81
28612,Steven Dodson,M,12th,Rodriguez High School,86,81
30062,Christopher Mays,M,12th,Johnson High School,86,81
32445,Deborah Johnson,F,9th,Johnson High School,86,81
38419,Lisa Gentry,F,9th,Thomas High School,86,81
422,Michelle Griffin,F,10th,Huang High School,85,81
2339,Stacey Henderson,F,10th,Huang High School,85,81
2366,Louis Little,M,12th,Huang High School,85,81
3594,Katherine Warren,F,11th,Figueroa High School,85,81
5260,Mr. Michael Rhodes,M,12th,Figueroa High School,85,81
5898,Cynthia Turner,F,10th,Shelton High School,85,81
7333,Meagan Richardson,F,10th,Shelton High School,85,81
7615,Sierra Harris,F,12th,Shelton High School,85,81
12020,Jessica Arnold,F,12th,Hernandez High School,85,81
12106,Bobby Miles,M,11th,Hernandez High School,85,81
12963,Douglas Church,M,9th,Griffin High School,85,81
14016,Joshua Malone,M,11th,Wilson High School,85,81
14147,Natalie Skinner,F,11th,Wilson High School,85,81
14654,John Juarez,M,9th,Wilson High School,85,81
14772,Patricia Higgins,F,9th,Wilson High School,85,81
14954,Robert Moody,M,10th,Wilson High School,85,81
15377,Debra Vance,F,9th,Wilson High School,85,81
16752,Stephen Oconnor,M,11th,Cabrera High School,85,81
17009,Jessica Tucker,F,9th,Cabrera High School,85,81
17450,Kathy Rasmussen,F,12th,Cabrera High School,85,81
18013,Carol Peterson,F,12th,Bailey High School,85,81
18309,Michael Wright,M,10th,Bailey High School,85,81
19336,Sheila Brown,F,9th,Bailey High School,85,81
21341,Kyle Collins,M,11th,Bailey High School,85,81
22366,Sarah Roberts,F,12th,Bailey High School,85,81
23724,Molly Lewis,F,12th,Pena High School,85,81
29309,Jillian Douglas,F,11th,Rodriguez High School,85,81
30013,Taylor Hayes,F,10th,Rodriguez High School,85,81
31054,Shane Norris,M,10th,Johnson High School,85,81
32139,Dustin Sanchez,M,11th,Johnson High School,85,81
32337,Amy Spencer,F,10th,Johnson High School,85,81
34909,Barbara Johnson,F,10th,Ford High School,85,81
36700,Brittany Mooney,F,9th,Ford High School,85,81
37010,Anthony Ward,M,11th,Ford High School,85,81
38817,Cristina Drake,F,9th,Thomas High School,85,81
759,Brian Atkins,M,9th,Huang High School,84,81
4864,Briana Hernandez,F,12th,Figueroa High School,84,81
5966,Kyle Brown,M,9th,Shelton High School,84,81
6195,Evan Williams,M,12th,Shelton High School,84,81
6645,Jeremiah Simpson,M,10th,Shelton High School,84,81
6999,Victoria Maxwell,F,9th,Shelton High School,84,81
7030,Dr. Cindy Logan,F,12th,Shelton High School,84,81
8247,Sabrina Perry,F,10th,Hernandez High School,84,81
11618,Katelyn Wilkins,F,10th,Hernandez High School,84,81
13139,Craig Gonzalez,M,12th,Griffin High School,84,81
13886,Jordan Powell,M,12th,Wilson High School,84,81
15041,Kim Miller,F,11th,Wilson High School,84,81
15413,James Pham,M,10th,Wilson High School,84,81
16816,Jean Rivera,F,11th,Cabrera High School,84,81
17204,Kristin Peterson,F,12th,Cabrera High School,84,81
19545,Derek Graves,M,10th,Bailey High School,84,81
19685,Sandra Duncan,F,9th,Bailey High School,84,81
24321,Rodney Johnson,M,12th,Wright High School,84,81
25130,Jerry Woods,M,11th,Wright High School,84,81
25724,Amanda Allen,F,9th,Wright High School,84,81
27695,Sandra Johnson,F,12th,Rodriguez High School,84,81
30473,Kimberly Schneider,F,11th,Johnson High School,84,81
30496,Diane Cunningham,F,9th,Johnson High School,84,81
31369,Chelsea Reyes,F,11th,Johnson High School,84,81
32126,Lisa Burns,F,11th,Johnson High School,84,81
32331,Jacob Perez PhD,M,10th,Johnson High School,84,81
32905,James Quinn,M,10th,Johnson High School,84,81
33744,Michelle Roberts,F,10th,Johnson High School,84,81
33905,Dawn Whitaker,F,9th,Johnson High School,84,81
34744,Darren Maxwell,M,11th,Johnson High School,84,81
36801,Laura Romero,F,12th,Ford High School,84,81
37843,Paul Cisneros,M,12th,Thomas High School,84,81
38381,Patricia Maddox,F,10th,Thomas High School,84,81
38688,Jeffrey Duarte,M,11th,Thomas High School,84,81
3524,David Perez,M,10th,Figueroa High School,83,81
3735,Rodney Poole,M,11th,Figueroa High School,83,81
6507,Frank Alvarez,M,9th,Shelton High School,83,81
7629,Katie Johnston,F,12th,Hernandez High School,83,81
8918,John Moses,M,10th,Hernandez High School,83,81
9325,Jesus Morrison,M,11th,Hernandez High School,83,81
10856,Daniel Williams,M,9th,Hernandez High School,83,81
11138,Christopher Perez,M,11th,Hernandez High School,83,81
11729,Gregory Watson,M,12th,Hernandez High School,83,81
12719,Jason Hernandez,M,11th,Griffin High School,83,81
13118,Victoria Fry,F,10th,Griffin High School,83,81
15850,Shannon Rice,F,10th,Wilson High School,83,81
